entity_type,id,name,type,category,power,accuracy,pp,description,source_status,extra
move,transform,Transform,Normal,Status,,,12,"The user transforms into a copy of the target, right down to having the same move set.",confirmed,
move,triattack,Tri Attack,Normal,Special,80,100,12,"The user strikes with a simultaneous three-beam attack. This may also burn, freeze, or paralyze the target.",confirmed,
move,trick,Trick,Psychic,Status,,100,12,The user catches the target off guard and swaps the target's held item with its own.,confirmed,
move,trickroom,Trick Room,Psychic,Status,,,8,The user creates a bizarre area in which slower Pokémon get to move first for five turns.,confirmed,
move,trickortreat,Trick-or-Treat,Ghost,Status,,100,20,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.,confirmed,
move,triplearrows,Triple Arrows,Fighting,Physical,90,100,12,"The user kicks, then fires three arrows. This move has a heightened chance of landing a critical hit and may also lower the target’s Defense stat or make it flinch.",confirmed,
move,tripleaxel,Triple Axel,Ice,Physical,20,90,12,A consecutive three-kick attack that becomes more powerful with each successful hit.,confirmed,
move,tripledive,Triple Dive,Water,Physical,30,95,12,"The user performs a perfectly timed triple dive, hitting the target with splashes of water three times in a row.",confirmed,
move,triplekick,Triple Kick,Fighting,Physical,10,90,12,A consecutive three-kick attack that becomes more powerful with each successful hit.,confirmed,
move,tropkick,Trop Kick,Grass,Physical,85,100,16,The user lands an intense kick of tropical origins on the target. This also lowers the target's Attack stat.,confirmed,
move,trumpcard,Trump Card,Normal,Special,,,8,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,twinbeam,Twin Beam,Psychic,Special,40,100,12,The user shoots mystical beams from its eyes to inflict damage. The target is hit twice in a row.,confirmed,
move,twineedle,Twineedle,Bug,Physical,25,100,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,twinkletacklephysical,Twinkle Tackle,Fairy,Physical,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,twinkletacklespecial,Twinkle Tackle,Fairy,Special,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,twister,Twister,Dragon,Special,40,100,20,The user whips up a vicious tornado to tear at opposing Pokémon. This may also make them flinch.,confirmed,
move,uturn,U-turn,Bug,Physical,70,100,20,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",confirmed,
move,upperhand,Upper Hand,Fighting,Physical,65,100,16,"The user reacts to the target's movement and strikes with the heel of its palm, making the target flinch. This move fails if the target is not readying a priority move.",confirmed,
move,uproar,Uproar,Normal,Special,90,100,12,"The user attacks in an uproar for three turns. During that time, no Pokémon can fall asleep.",confirmed,
move,vcreate,V-create,Fire,Physical,180,95,8,"With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats.",confirmed,
move,vacuumwave,Vacuum Wave,Fighting,Special,40,100,20,The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.,confirmed,
move,veeveevolley,Veevee Volley,Normal,Physical,,,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,venomdrench,Venom Drench,Poison,Status,,100,20,"Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target.",confirmed,
move,venoshock,Venoshock,Poison,Special,65,100,12,The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.,confirmed,
move,victorydance,Victory Dance,Fighting,Status,,,12,"The user performs an intense dance to usher in victory, boosting its Attack, Defense, and Speed stats.",confirmed,
move,vinewhip,Vine Whip,Grass,Physical,45,100,20,"The target is struck with slender, whiplike vines to inflict damage.",confirmed,
move,vicegrip,Vise Grip,Normal,Physical,55,100,20,The target is gripped and squeezed from both sides to inflict damage.,confirmed,
move,vitalthrow,Vital Throw,Fighting,Physical,70,,12,"The user attacks last. In return, this throw move never misses.",confirmed,
move,voltswitch,Volt Switch,Electric,Special,70,100,20,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",confirmed,
move,volttackle,Volt Tackle,Electric,Physical,120,100,16,The user electrifies itself and charges the target. This also damages the user quite a lot. This attack may leave the target with paralysis.,confirmed,
move,wakeupslap,Wake-Up Slap,Fighting,Physical,70,100,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,watergun,Water Gun,Water,Special,40,100,20,The target is blasted with a forceful shot of water.,confirmed,
move,waterpledge,Water Pledge,Water,Special,80,100,12,"A column of water hits the target. When used with its fire counterpart, this move's power is boosted and a rainbow appears.",confirmed,
move,waterpulse,Water Pulse,Water,Special,60,100,20,The user attacks the target with a pulsing blast of water. This may also confuse the target.,confirmed,
move,watershuriken,Water Shuriken,Water,Special,15,100,20,The user hits the target with throwing stars two to five times in a row. This move always goes first.,confirmed,
move,watersport,Water Sport,Water,Status,,,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,waterspout,Water Spout,Water,Special,150,100,8,"The user spouts water to damage opposing Pokémon. The lower the user's HP, the lower the move's power.",confirmed,
move,waterfall,Waterfall,Water,Physical,80,100,16,The user charges at the target and may make it flinch.,confirmed,
move,wavecrash,Wave Crash,Water,Physical,120,100,12,The user shrouds itself in water and slams into the target with its whole body to inflict damage. This also damages the user quite a lot.,confirmed,
move,weatherball,Weather Ball,Normal,Special,50,100,12,This move's type and power change depending on the weather at the time the move is used.,confirmed,
move,whirlpool,Whirlpool,Water,Special,35,85,16,"The user traps the target inside a violent, swirling whirlpool that inflicts damage for four to five turns.",confirmed,
move,whirlwind,Whirlwind,Normal,Status,,,20,"The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",confirmed,
move,wickedblow,Wicked Blow,Dark,Physical,75,100,8,"The user, having mastered the Dark style, strikes the target with a fierce blow. This move always lands a critical hit.",confirmed,
move,wickedtorque,Wicked Torque,Dark,Physical,80,100,12,Has a 10% chance to cause the target to fall asleep.,confirmed,
move,wideguard,Wide Guard,Rock,Status,,,12,The user and its allies are protected from wide-ranging attacks for one turn.,confirmed,
move,wildcharge,Wild Charge,Electric,Physical,90,100,16,The user shrouds itself in electricity and smashes into its target. This also damages the user a little.,confirmed,
move,wildboltstorm,Wildbolt Storm,Electric,Special,100,80,12,The user summons a thunderous tempest and savagely attacks with lightning and wind. This may also leave opposing Pokémon with paralysis.,confirmed,
move,willowisp,Will-O-Wisp,Fire,Status,,85,16,The user shoots a sinister flame at the target to inflict a burn.,confirmed,
move,wingattack,Wing Attack,Flying,Physical,60,100,20,"The target is struck with large, imposing wings spread wide to inflict damage.",confirmed,
move,wish,Wish,Normal,Status,,,12,"One turn after this move is used, the user's or its replacement's HP is restored by up to half the user's max HP.",confirmed,
move,withdraw,Withdraw,Water,Status,,,20,"The user withdraws its body into its hard shell, boosting its Defense stat.",confirmed,
move,wonderroom,Wonder Room,Psychic,Status,,,12,The user creates a bizarre area in which Pokémon's Defense and Sp. Def stats are swapped for five turns.,confirmed,
move,woodhammer,Wood Hammer,Grass,Physical,120,100,16,The user slams its rugged body into the target to attack. This also damages the user quite a lot.,confirmed,
move,workup,Work Up,Normal,Status,,,20,"The user is roused, and its Attack and Sp. Atk stats are boosted.",confirmed,
move,worryseed,Worry Seed,Grass,Status,,100,12,A seed that causes worry is planted on the target. It prevents sleep by making the target's Ability Insomnia.,confirmed,
move,wrap,Wrap,Normal,Physical,15,90,20,"A long body, vines, or the like are used to wrap and squeeze the target for four to five turns.",confirmed,
move,wringout,Wring Out,Normal,Special,,100,8,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,xscissor,X-Scissor,Bug,Physical,80,100,16,"The user slashes at the target by crossing its scythes, claws, or the like as if they were a pair of scissors.",confirmed,
move,yawn,Yawn,Normal,Status,,,12,The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.,confirmed,
move,zapcannon,Zap Cannon,Electric,Special,120,50,8,The user attacks by firing an electric blast like a cannon. This also leaves the target with paralysis.,confirmed,
move,zenheadbutt,Zen Headbutt,Psychic,Physical,80,90,16,The user focuses its willpower to its head and attacks the target. This may also make the target flinch.,confirmed,
move,zingzap,Zing Zap,Electric,Physical,80,100,12,"The user crashes into the target, delivering a powerful electric shock. This may also make the target flinch.",confirmed,
move,zippyzap,Zippy Zap,Electric,Physical,80,100,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
ability,adaptability,Adaptability,,,,,,Increases the Same Type Attack Bonus from *1.5 to *2.,confirmed,is_mega_ability=True
ability,aerilate,Aerilate,,,,,,Normal-type moves become Flying-type moves. The power of those moves is boosted a little.,confirmed,is_mega_ability=True
ability,aftermath,Aftermath,,,,,,Damages the attacker if it knocks out the Pokémon with a move that makes direct contact.,confirmed,is_mega_ability=False
